img_id,img_hash,base_name,img_path,mask_path,raw_img,raw_mask,height,width,split
3b9c98d81bee442a9208914536a3d57d.png,16782864916156046032,case207,images/3b9c98d81bee442a9208914536a3d57d.png,masks/3b9c98d81bee442a9208914536a3d57d.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case207.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case207_tumor.png,512,512,train
70bd189ebd8e4e4cb81117347f4a0d5b.png,5867005368156705810,case173,images/70bd189ebd8e4e4cb81117347f4a0d5b.png,masks/70bd189ebd8e4e4cb81117347f4a0d5b.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case173.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case173_tumor.png,512,512,train
3b0e23ee15104f99b7ec126339a8b21a.png,5991526289310900585,case203,images/3b0e23ee15104f99b7ec126339a8b21a.png,masks/3b0e23ee15104f99b7ec126339a8b21a.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case203.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case203_tumor.png,512,512,train
54095ceace604d25b775b1b24af6bfd9.png,12455094389017220373,case035,images/54095ceace604d25b775b1b24af6bfd9.png,masks/54095ceace604d25b775b1b24af6bfd9.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case035.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case035_tumor.png,512,512,train
c72eee55e6ee4d6db7d3a65d8e244fad.png,6144271858193115108,case125,images/c72eee55e6ee4d6db7d3a65d8e244fad.png,masks/c72eee55e6ee4d6db7d3a65d8e244fad.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case125.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case125_tumor.png,512,512,train
1e22fe9eca47475fadc3d6387e3c21c9.png,6586662453877924847,case255,images/1e22fe9eca47475fadc3d6387e3c21c9.png,masks/1e22fe9eca47475fadc3d6387e3c21c9.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case255.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case255_tumor.png,512,512,train
d101c07edffb41af8a2d6b48673e76f1.png,2678139707313425548,case063,images/d101c07edffb41af8a2d6b48673e76f1.png,masks/d101c07edffb41af8a2d6b48673e76f1.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case063.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case063_tumor.png,512,512,train
9000937127fe4bc6a4cf0490946ecba1.png,11631943452353163376,case205,images/9000937127fe4bc6a4cf0490946ecba1.png,masks/9000937127fe4bc6a4cf0490946ecba1.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case205.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case205_tumor.png,512,512,train
b4386fc0973d4b65bdfc333c723af0a3.png,14440180157343506860,case211,images/b4386fc0973d4b65bdfc333c723af0a3.png,masks/b4386fc0973d4b65bdfc333c723af0a3.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case211.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case211_tumor.png,512,512,train
4706c50d317e413594e376d9cb3fecdb.png,9706537611261597833,case239,images/4706c50d317e413594e376d9cb3fecdb.png,masks/4706c50d317e413594e376d9cb3fecdb.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case239.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case239_tumor.png,512,512,train
2694fe21e0be4af5be3aa3fc2c3c4941.png,10766888680851497955,case019,images/2694fe21e0be4af5be3aa3fc2c3c4941.png,masks/2694fe21e0be4af5be3aa3fc2c3c4941.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case019.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case019_tumor.png,512,512,val
cf151c5227ed4ee6b6ab9cadde20f42a.png,12207470292488246098,case196,images/cf151c5227ed4ee6b6ab9cadde20f42a.png,masks/cf151c5227ed4ee6b6ab9cadde20f42a.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case196.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case196_tumor.png,512,512,test
cbcc93d1f2b14673b2e257d2b00ea680.png,5427271487133724977,case007,images/cbcc93d1f2b14673b2e257d2b00ea680.png,masks/cbcc93d1f2b14673b2e257d2b00ea680.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case007.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case007_tumor.png,512,512,train
7d3a37d13dc04f1798dc53df3c2f2f53.png,16782888915557986040,case013,images/7d3a37d13dc04f1798dc53df3c2f2f53.png,masks/7d3a37d13dc04f1798dc53df3c2f2f53.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case013.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case013_tumor.png,512,512,train
0fbd597a6a664e7a9294805390b64d4d.png,6362968709862314068,case198,images/0fbd597a6a664e7a9294805390b64d4d.png,masks/0fbd597a6a664e7a9294805390b64d4d.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case198.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case198_tumor.png,512,512,train
9e52fc78dd074e70898c87d478b25aba.png,6002783887072486438,case182,images/9e52fc78dd074e70898c87d478b25aba.png,masks/9e52fc78dd074e70898c87d478b25aba.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case182.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case182_tumor.png,512,512,train
7a50e1ed2f0f40708ec238ed152586ac.png,16775038738686081272,case077,images/7a50e1ed2f0f40708ec238ed152586ac.png,masks/7a50e1ed2f0f40708ec238ed152586ac.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case077.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case077_tumor.png,512,512,train
da1fc302eaf14d34999dcfada682ed4e.png,17359380815568494816,case241,images/da1fc302eaf14d34999dcfada682ed4e.png,masks/da1fc302eaf14d34999dcfada682ed4e.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case241.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case241_tumor.png,512,512,val
ac693f68a62449f4804f3b3420cb39d9.png,12856556637303549607,case131,images/ac693f68a62449f4804f3b3420cb39d9.png,masks/ac693f68a62449f4804f3b3420cb39d9.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case131.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case131_tumor.png,512,512,train
1ef00bfc42e24858a89f3e00a5a65561.png,12884715558091702280,case166,images/1ef00bfc42e24858a89f3e00a5a65561.png,masks/1ef00bfc42e24858a89f3e00a5a65561.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case166.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case166_tumor.png,512,512,test
dd07802661ec450a8ec29ff069971751.png,7844160922687737567,case172,images/dd07802661ec450a8ec29ff069971751.png,masks/dd07802661ec450a8ec29ff069971751.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case172.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case172_tumor.png,512,512,train
31bfaf12e07040dbbcc416ad4f7bcb66.png,14549982415631870954,case199,images/31bfaf12e07040dbbcc416ad4f7bcb66.png,masks/31bfaf12e07040dbbcc416ad4f7bcb66.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case199.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case199_tumor.png,512,512,train
21db5adc402f44ca9fefed6709dda67c.png,10134759328643631128,case056,images/21db5adc402f44ca9fefed6709dda67c.png,masks/21db5adc402f44ca9fefed6709dda67c.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case056.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case056_tumor.png,512,512,train
e10dc68c00bd49ab86d50b32dda2ede6.png,5391858622742018930,case110,images/e10dc68c00bd49ab86d50b32dda2ede6.png,masks/e10dc68c00bd49ab86d50b32dda2ede6.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case110.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case110_tumor.png,512,512,train
89bfc0532ed74c1c88941bd02545a48a.png,11189600389167473892,case104,images/89bfc0532ed74c1c88941bd02545a48a.png,masks/89bfc0532ed74c1c88941bd02545a48a.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case104.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case104_tumor.png,512,512,train
60a938dde7404ee48dcb7d4d9389bc9b.png,16538437100406871484,case012,images/60a938dde7404ee48dcb7d4d9389bc9b.png,masks/60a938dde7404ee48dcb7d4d9389bc9b.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case012.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case012_tumor.png,512,512,val
650f454605f94396b57c179f1b7a2164.png,4050232626356518263,case042,images/650f454605f94396b57c179f1b7a2164.png,masks/650f454605f94396b57c179f1b7a2164.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case042.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case042_tumor.png,512,512,train
ba4188ad90424836bb088b07fba4ed45.png,5398367666801642410,case006,images/ba4188ad90424836bb088b07fba4ed45.png,masks/ba4188ad90424836bb088b07fba4ed45.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case006.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case006_tumor.png,512,512,train
3eecca4eaaab4099b060a465307234ed.png,5283695813310125337,case238,images/3eecca4eaaab4099b060a465307234ed.png,masks/3eecca4eaaab4099b060a465307234ed.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case238.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case238_tumor.png,512,512,train
a0083b98f324478aa6a06e4921019353.png,6542409219863561687,case210,images/a0083b98f324478aa6a06e4921019353.png,masks/a0083b98f324478aa6a06e4921019353.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case210.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case210_tumor.png,512,512,train
ced34d69ed0e40cfb2eebd0fbf47a0ca.png,12298113614818515494,case204,images/ced34d69ed0e40cfb2eebd0fbf47a0ca.png,masks/ced34d69ed0e40cfb2eebd0fbf47a0ca.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case204.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case204_tumor.png,512,512,test
f55ef2f72d09408fb8bd581a0f079eea.png,16206463451107992804,case094,images/f55ef2f72d09408fb8bd581a0f079eea.png,masks/f55ef2f72d09408fb8bd581a0f079eea.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case094.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case094_tumor.png,512,512,train
eb5762d0d8bf4734a26739fc73ed2d93.png,15954024016075383216,case228,images/eb5762d0d8bf4734a26739fc73ed2d93.png,masks/eb5762d0d8bf4734a26739fc73ed2d93.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case228.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case228_tumor.png,512,512,train
3d585037533c4da7883ec2f1f9641eb4.png,5928360341714456270,case200,images/3d585037533c4da7883ec2f1f9641eb4.png,masks/3d585037533c4da7883ec2f1f9641eb4.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case200.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case200_tumor.png,512,512,train
cddb7b317b58468a900d976bbc8b614c.png,6587195653281271985,case214,images/cddb7b317b58468a900d976bbc8b614c.png,masks/cddb7b317b58468a900d976bbc8b614c.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case214.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case214_tumor.png,512,512,train
77c1c99d37a04eab9bde7323798f9ba2.png,15554142620527646290,case161,images/77c1c99d37a04eab9bde7323798f9ba2.png,masks/77c1c99d37a04eab9bde7323798f9ba2.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case161.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case161_tumor.png,512,512,train
35365b049c6b4bc3a8ff6f0a8cc62948.png,7253792221443230089,case027,images/35365b049c6b4bc3a8ff6f0a8cc62948.png,masks/35365b049c6b4bc3a8ff6f0a8cc62948.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case027.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case027_tumor.png,512,512,train
7f6cb41cba134dee8fbfceac6cca5bfd.png,14820685744709196372,case002,images/7f6cb41cba134dee8fbfceac6cca5bfd.png,masks/7f6cb41cba134dee8fbfceac6cca5bfd.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case002.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case002_tumor.png,512,512,train
7330fb4398fc471fb336a59664ba7f95.png,8308115849602188440,case016,images/7330fb4398fc471fb336a59664ba7f95.png,masks/7330fb4398fc471fb336a59664ba7f95.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case016.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case016_tumor.png,512,512,train
61b7a4dc83564f729a0780541347c6b1.png,6443325422517967974,case189,images/61b7a4dc83564f729a0780541347c6b1.png,masks/61b7a4dc83564f729a0780541347c6b1.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case189.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case189_tumor.png,512,512,train
7660822abe724993b4a4d275e6617e8a.png,13067798025116695458,case033,images/7660822abe724993b4a4d275e6617e8a.png,masks/7660822abe724993b4a4d275e6617e8a.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case033.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case033_tumor.png,512,512,train
82821e64aaa04e58a6473e0b916530ed.png,5644096163600637486,case176,images/82821e64aaa04e58a6473e0b916530ed.png,masks/82821e64aaa04e58a6473e0b916530ed.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case176.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case176_tumor.png,512,512,train
4dc8fd7a86f6451b8432534528e82e93.png,15628300636885669616,case175,images/4dc8fd7a86f6451b8432534528e82e93.png,masks/4dc8fd7a86f6451b8432534528e82e93.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case175.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case175_tumor.png,512,512,train
c1617e1ca06f4a2da279f66b7483669e.png,7621857271262092886,case162,images/c1617e1ca06f4a2da279f66b7483669e.png,masks/c1617e1ca06f4a2da279f66b7483669e.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case162.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case162_tumor.png,512,512,train
2d45bc50d3e5485cac1c3bd69e57a2ad.png,5318853584040826908,case080,images/2d45bc50d3e5485cac1c3bd69e57a2ad.png,masks/2d45bc50d3e5485cac1c3bd69e57a2ad.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case080.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case080_tumor.png,512,512,train
5765ec79980241ad9f5f44916b67b96c.png,14889580562551694318,case049,images/5765ec79980241ad9f5f44916b67b96c.png,masks/5765ec79980241ad9f5f44916b67b96c.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case049.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case049_tumor.png,512,512,train
ac1b199498f24577b6025ccb8737ae73.png,6590688850218902240,case224,images/ac1b199498f24577b6025ccb8737ae73.png,masks/ac1b199498f24577b6025ccb8737ae73.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case224.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case224_tumor.png,512,512,train
1dc98f281850407ca54d68a395350299.png,1934905915816447706,case154,images/1dc98f281850407ca54d68a395350299.png,masks/1dc98f281850407ca54d68a395350299.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case154.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case154_tumor.png,512,512,test
73e510a170184af3bd940ae198f171c7.png,11697155395026558734,case163,images/73e510a170184af3bd940ae198f171c7.png,masks/73e510a170184af3bd940ae198f171c7.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case163.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case163_tumor.png,512,512,train
aefe87d4ea74427cacaa12738f71cf4a.png,9968088256885913936,case177,images/aefe87d4ea74427cacaa12738f71cf4a.png,masks/aefe87d4ea74427cacaa12738f71cf4a.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case177.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case177_tumor.png,512,512,val
259c29bae1f343b684e6369eab0b63b2.png,5642546159207962566,case068,images/259c29bae1f343b684e6369eab0b63b2.png,masks/259c29bae1f343b684e6369eab0b63b2.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case068.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case068_tumor.png,512,512,train
79d83de22e834081ab2b5eb2e186e4c3.png,5857578190794020439,case188,images/79d83de22e834081ab2b5eb2e186e4c3.png,masks/79d83de22e834081ab2b5eb2e186e4c3.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case188.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case188_tumor.png,512,512,val
49b6ada9172c49e08fe49a21eb6bd756.png,3941031518761707689,case017,images/49b6ada9172c49e08fe49a21eb6bd756.png,masks/49b6ada9172c49e08fe49a21eb6bd756.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case017.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case017_tumor.png,512,512,train
4501ddfcc664495ab114305c62433107.png,14580796094965532755,case003,images/4501ddfcc664495ab114305c62433107.png,masks/4501ddfcc664495ab114305c62433107.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case003.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case003_tumor.png,512,512,train
ad8ce5a6b6c14aa8888e1587bb356f2a.png,17363888830591058624,case215,images/ad8ce5a6b6c14aa8888e1587bb356f2a.png,masks/ad8ce5a6b6c14aa8888e1587bb356f2a.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case215.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case215_tumor.png,512,512,train
c4e48aedfe524e88be641aa476511840.png,3250590839554886539,case140,images/c4e48aedfe524e88be641aa476511840.png,masks/c4e48aedfe524e88be641aa476511840.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case140.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case140_tumor.png,512,512,train
d6e1a02377554808a0222be7ea216133.png,5942804199571236684,case201,images/d6e1a02377554808a0222be7ea216133.png,masks/d6e1a02377554808a0222be7ea216133.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case201.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case201_tumor.png,512,512,val
b0f4a5c7da5f412780cc24a3909ce315.png,14151335572227714670,case229,images/b0f4a5c7da5f412780cc24a3909ce315.png,masks/b0f4a5c7da5f412780cc24a3909ce315.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case229.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case229_tumor.png,512,512,train
2dc1e00cde45412794968bc16d4cc7f9.png,6436024131510897304,case230,images/2dc1e00cde45412794968bc16d4cc7f9.png,masks/2dc1e00cde45412794968bc16d4cc7f9.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case230.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case230_tumor.png,512,512,train
d132386991234ec59033c64494b4f9f3.png,17359314931676254416,case116,images/d132386991234ec59033c64494b4f9f3.png,masks/d132386991234ec59033c64494b4f9f3.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case116.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case116_tumor.png,512,512,train
149e9adaddc44dfb93b2b0ed0498464b.png,10012863468866241024,case050,images/149e9adaddc44dfb93b2b0ed0498464b.png,masks/149e9adaddc44dfb93b2b0ed0498464b.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case050.png,data/raw/BrEaST-Lesions_USG-images_and_masks/case050_tumor.png,512,512,train
