img_id,img_hash,base_name,img_path,mask_path,raw_img,raw_mask,height,width,label,split
BrCaWisconsin_abe7297e0e5e4ec9881c13cda1d08cc6.png,10681722874136256350,malignant (60),images/abe7297e0e5e4ec9881c13cda1d08cc6.png,masks/BrCaWisconsin_abe7297e0e5e4ec9881c13cda1d08cc6.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (60).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (60)_mask.png,512,512,malignant,val
BrCaWisconsin_6a4b97af0b134d3cb8fb8983a89d6946.png,15804585980242063955,malignant (139),images/6a4b97af0b134d3cb8fb8983a89d6946.png,masks/BrCaWisconsin_6a4b97af0b134d3cb8fb8983a89d6946.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (139).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (139)_mask.png,512,512,malignant,train
BrCaWisconsin_49b5e629e334420ab257e3048b6bd971.png,7615284794486319320,malignant (10),images/49b5e629e334420ab257e3048b6bd971.png,masks/BrCaWisconsin_49b5e629e334420ab257e3048b6bd971.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (10).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (10)_mask.png,512,512,malignant,train
BrCaWisconsin_70904c7acc9e44a3a5b27e7869c3888a.png,14459062020761769197,malignant (191),images/70904c7acc9e44a3a5b27e7869c3888a.png,masks/BrCaWisconsin_70904c7acc9e44a3a5b27e7869c3888a.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (191).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (191)_mask.png,512,512,malignant,train
BrCaWisconsin_8e862c53067e4de0ae1545cf0a30ff35.png,8839203822364088332,malignant (158),images/8e862c53067e4de0ae1545cf0a30ff35.png,masks/BrCaWisconsin_8e862c53067e4de0ae1545cf0a30ff35.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (158).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (158)_mask.png,512,512,malignant,train
BrCaWisconsin_6a323d20ad7b49e4943c448e662b446b.png,1678867985233481357,malignant (103),images/6a323d20ad7b49e4943c448e662b446b.png,masks/BrCaWisconsin_6a323d20ad7b49e4943c448e662b446b.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (103).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (103)_mask.png,512,512,malignant,train
BrCaWisconsin_6c641fb61bb9465e9dc1f8dd8de8d823.png,16598108951596911563,malignant (84),images/6c641fb61bb9465e9dc1f8dd8de8d823.png,masks/BrCaWisconsin_6c641fb61bb9465e9dc1f8dd8de8d823.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (84).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (84)_mask.png,512,512,malignant,val
BrCaWisconsin_ec67dd0f48b84d258dad2943d20d8fca.png,10561339608125116294,malignant (142),images/ec67dd0f48b84d258dad2943d20d8fca.png,masks/BrCaWisconsin_ec67dd0f48b84d258dad2943d20d8fca.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (142).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (142)_mask.png,512,512,malignant,train
BrCaWisconsin_e9a097fd4de24af7bf5da192e3e5737c.png,4300046599791850131,malignant (88),images/e9a097fd4de24af7bf5da192e3e5737c.png,masks/BrCaWisconsin_e9a097fd4de24af7bf5da192e3e5737c.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (88).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (88)_mask.png,512,512,malignant,val
BrCaWisconsin_c4b5085ef26240acb5a6922ad9b1b8ea.png,12310911963049964431,malignant (41),images/c4b5085ef26240acb5a6922ad9b1b8ea.png,masks/BrCaWisconsin_c4b5085ef26240acb5a6922ad9b1b8ea.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (41).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (41)_mask.png,512,512,malignant,train
BrCaWisconsin_cb23dc4765a24379acf8deccb1569554.png,6238219456156077900,malignant (209),images/cb23dc4765a24379acf8deccb1569554.png,masks/BrCaWisconsin_cb23dc4765a24379acf8deccb1569554.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (209).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (209)_mask.png,512,512,malignant,train
BrCaWisconsin_707ff09852a64faea729f04656354a4f.png,8261482614751975763,malignant (115),images/707ff09852a64faea729f04656354a4f.png,masks/BrCaWisconsin_707ff09852a64faea729f04656354a4f.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (115).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (115)_mask.png,512,512,malignant,train
BrCaWisconsin_6d79abe39a41498d84c1e8bcf5c2b3fe.png,11084422828874697743,malignant (179),images/6d79abe39a41498d84c1e8bcf5c2b3fe.png,masks/BrCaWisconsin_6d79abe39a41498d84c1e8bcf5c2b3fe.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (179).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (179)_mask.png,512,512,malignant,train
BrCaWisconsin_b6b7692303424a7fbbc63ed9f9d1e1d7.png,14799789523364145020,malignant (55),images/b6b7692303424a7fbbc63ed9f9d1e1d7.png,masks/BrCaWisconsin_b6b7692303424a7fbbc63ed9f9d1e1d7.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (55).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (55)_mask.png,512,512,malignant,train
BrCaWisconsin_31d8dda17e634eb0871203e7c3878eff.png,9918116406506769484,malignant (117),images/31d8dda17e634eb0871203e7c3878eff.png,masks/BrCaWisconsin_31d8dda17e634eb0871203e7c3878eff.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (117).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (117)_mask.png,512,512,malignant,train
BrCaWisconsin_a096b0b8074e451b959b71168e85fc70.png,10651768047987740298,malignant (6),images/a096b0b8074e451b959b71168e85fc70.png,masks/BrCaWisconsin_a096b0b8074e451b959b71168e85fc70.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (6).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (6)_mask.png,512,512,malignant,val
BrCaWisconsin_75cbff3e804c42e08f2552a357ac9ba9.png,12368650786426165701,malignant (154),images/75cbff3e804c42e08f2552a357ac9ba9.png,masks/BrCaWisconsin_75cbff3e804c42e08f2552a357ac9ba9.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (154).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (154)_mask.png,512,512,malignant,train
BrCaWisconsin_aa9d11a106db43968010befa20cd3dc2.png,7158974415588582742,malignant (92),images/aa9d11a106db43968010befa20cd3dc2.png,masks/BrCaWisconsin_aa9d11a106db43968010befa20cd3dc2.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (92).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (92)_mask.png,512,512,malignant,train
BrCaWisconsin_a72d6c4200164a27b95ed02362dab17d.png,15012903902816166822,malignant (123),images/a72d6c4200164a27b95ed02362dab17d.png,masks/BrCaWisconsin_a72d6c4200164a27b95ed02362dab17d.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (123).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (123)_mask.png,512,512,malignant,train
BrCaWisconsin_ab75f5f95bb343f4b78d048d05b6d3a4.png,6006980792108859151,malignant (79),images/ab75f5f95bb343f4b78d048d05b6d3a4.png,masks/BrCaWisconsin_ab75f5f95bb343f4b78d048d05b6d3a4.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (79).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (79)_mask.png,512,512,malignant,train
BrCaWisconsin_f82e8df8fa1b4f0884d5e8f6e47974c1.png,11228149601361611309,malignant (8),images/f82e8df8fa1b4f0884d5e8f6e47974c1.png,masks/BrCaWisconsin_f82e8df8fa1b4f0884d5e8f6e47974c1.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (8).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (8)_mask.png,512,512,malignant,test
BrCaWisconsin_48eaaf9974344f1981b7da66dea3560e.png,7108319144056312089,malignant (141),images/48eaaf9974344f1981b7da66dea3560e.png,masks/BrCaWisconsin_48eaaf9974344f1981b7da66dea3560e.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (141).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (141)_mask.png,512,512,malignant,val
BrCaWisconsin_e63b7f57b5944979b491b0163eb3633f.png,16927228205391599302,malignant (188),images/e63b7f57b5944979b491b0163eb3633f.png,masks/BrCaWisconsin_e63b7f57b5944979b491b0163eb3633f.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (188).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (188)_mask.png,512,512,malignant,val
BrCaWisconsin_1e16de16b115489db89d42069d80e07c.png,5881109528391902759,malignant (174),images/1e16de16b115489db89d42069d80e07c.png,masks/BrCaWisconsin_1e16de16b115489db89d42069d80e07c.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (174).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (174)_mask.png,512,512,malignant,train
BrCaWisconsin_9299b9d624ab4bb6b24c61c9ac92cca9.png,3723585847631032979,malignant (17),images/9299b9d624ab4bb6b24c61c9ac92cca9.png,masks/BrCaWisconsin_9299b9d624ab4bb6b24c61c9ac92cca9.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (17).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (17)_mask.png,512,512,malignant,test
BrCaWisconsin_8f69599a82e64d3592dfb98d379be4dd.png,10510059242096194296,malignant (162),images/8f69599a82e64d3592dfb98d379be4dd.png,masks/BrCaWisconsin_8f69599a82e64d3592dfb98d379be4dd.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (162).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (162)_mask.png,512,512,malignant,train
BrCaWisconsin_45956efb13f540d98f96087f84d46f63.png,10477296442827682097,malignant (135),images/45956efb13f540d98f96087f84d46f63.png,masks/BrCaWisconsin_45956efb13f540d98f96087f84d46f63.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (135).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (135)_mask.png,512,512,malignant,train
BrCaWisconsin_f4c685f34d0843f2beccbf809f58e612.png,7543123239950499382,malignant (155),images/f4c685f34d0843f2beccbf809f58e612.png,masks/BrCaWisconsin_f4c685f34d0843f2beccbf809f58e612.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (155).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (155)_mask.png,512,512,malignant,train
BrCaWisconsin_2bb389f1d4184e85b8b5af5c6250abcd.png,6383135937090422027,malignant (36),images/2bb389f1d4184e85b8b5af5c6250abcd.png,masks/BrCaWisconsin_2bb389f1d4184e85b8b5af5c6250abcd.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (36).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (36)_mask.png,512,512,malignant,train
BrCaWisconsin_8a82571cb50640b1928cc842443ff3f8.png,15337196043067296947,malignant (67),images/8a82571cb50640b1928cc842443ff3f8.png,masks/BrCaWisconsin_8a82571cb50640b1928cc842443ff3f8.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (67).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (67)_mask.png,512,512,malignant,test
BrCaWisconsin_7353d6da1ac44b9eb29b3e36970c856c.png,6002609514225651599,malignant (30),images/7353d6da1ac44b9eb29b3e36970c856c.png,masks/BrCaWisconsin_7353d6da1ac44b9eb29b3e36970c856c.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (30).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (30)_mask.png,512,512,malignant,val
BrCaWisconsin_c62e764b144143bbbf60bfc59d6677a8.png,14769946432667824626,malignant (85),images/c62e764b144143bbbf60bfc59d6677a8.png,masks/BrCaWisconsin_c62e764b144143bbbf60bfc59d6677a8.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (85).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (85)_mask.png,512,512,malignant,train
BrCaWisconsin_39c7c8935d4f4e5b8892f2126b194769.png,7740638193676667651,malignant (204),images/39c7c8935d4f4e5b8892f2126b194769.png,masks/BrCaWisconsin_39c7c8935d4f4e5b8892f2126b194769.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (204).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (204)_mask.png,512,512,malignant,test
BrCaWisconsin_5f72175da2f343679a0ecd249f1c586b.png,5463578452079185549,malignant (119),images/5f72175da2f343679a0ecd249f1c586b.png,masks/BrCaWisconsin_5f72175da2f343679a0ecd249f1c586b.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (119).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (119)_mask.png,512,512,malignant,train
BrCaWisconsin_1b288aa6b9fa42baa2a4d4118f574f13.png,7623984853244351378,malignant (26),images/1b288aa6b9fa42baa2a4d4118f574f13.png,masks/BrCaWisconsin_1b288aa6b9fa42baa2a4d4118f574f13.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (26).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (26)_mask.png,512,512,malignant,train
BrCaWisconsin_755de730f45b42f6a2a130995b616565.png,15050356204162658480,malignant (58),images/755de730f45b42f6a2a130995b616565.png,masks/BrCaWisconsin_755de730f45b42f6a2a130995b616565.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (58).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (58)_mask.png,512,512,malignant,train
BrCaWisconsin_0b7e3d7a68604a96bf7b1b10ecd82523.png,3083356671859656329,malignant (91),images/0b7e3d7a68604a96bf7b1b10ecd82523.png,masks/BrCaWisconsin_0b7e3d7a68604a96bf7b1b10ecd82523.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (91).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (91)_mask.png,512,512,malignant,train
BrCaWisconsin_1100cbe4d20d4c698520194bc48c3f05.png,1356379343837724672,malignant (160),images/1100cbe4d20d4c698520194bc48c3f05.png,masks/BrCaWisconsin_1100cbe4d20d4c698520194bc48c3f05.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (160).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (160)_mask.png,512,512,malignant,train
BrCaWisconsin_c805a9a39a8d472fbb8986c6f2ea7bf6.png,8065010763133906826,malignant (71),images/c805a9a39a8d472fbb8986c6f2ea7bf6.png,masks/BrCaWisconsin_c805a9a39a8d472fbb8986c6f2ea7bf6.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (71).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (71)_mask.png,512,512,malignant,train
BrCaWisconsin_df17264d86ad486bae8a9b2da6662500.png,1921042852243475532,malignant (22),images/df17264d86ad486bae8a9b2da6662500.png,masks/BrCaWisconsin_df17264d86ad486bae8a9b2da6662500.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (22).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (22)_mask.png,512,512,malignant,train
BrCaWisconsin_74ff097b69e0408682ed515aa85fcaf0.png,11721896283769673487,malignant (70),images/74ff097b69e0408682ed515aa85fcaf0.png,masks/BrCaWisconsin_74ff097b69e0408682ed515aa85fcaf0.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (70).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (70)_mask.png,512,512,malignant,test
BrCaWisconsin_846a60c8728741eebe990e71e87b7d16.png,15756593758207383127,malignant (159),images/846a60c8728741eebe990e71e87b7d16.png,masks/BrCaWisconsin_846a60c8728741eebe990e71e87b7d16.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (159).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (159)_mask.png,512,512,malignant,train
BrCaWisconsin_68c18893256d49b0bfdf155ac77a5e60.png,6032599423440315239,malignant (27),images/68c18893256d49b0bfdf155ac77a5e60.png,masks/BrCaWisconsin_68c18893256d49b0bfdf155ac77a5e60.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (27).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (27)_mask.png,512,512,malignant,train
BrCaWisconsin_7622ba270de14664b54855206359cebb.png,12369607347265493546,malignant (105),images/7622ba270de14664b54855206359cebb.png,masks/BrCaWisconsin_7622ba270de14664b54855206359cebb.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (105).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (105)_mask.png,512,512,malignant,train
BrCaWisconsin_4eddb53aac444c3fa17fe38a518541fa.png,10724366507333903869,malignant (111),images/4eddb53aac444c3fa17fe38a518541fa.png,masks/BrCaWisconsin_4eddb53aac444c3fa17fe38a518541fa.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (111).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (111)_mask.png,512,512,malignant,train
BrCaWisconsin_33c82a60afd54fd38c135abff3432e9e.png,8908438067580346677,malignant (29),images/33c82a60afd54fd38c135abff3432e9e.png,masks/BrCaWisconsin_33c82a60afd54fd38c135abff3432e9e.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (29).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (29)_mask.png,512,512,malignant,train
BrCaWisconsin_816ae757d95843a29082e45f4d4bb8d2.png,15184473515792207631,malignant (31),images/816ae757d95843a29082e45f4d4bb8d2.png,masks/BrCaWisconsin_816ae757d95843a29082e45f4d4bb8d2.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (31).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (31)_mask.png,512,512,malignant,train
BrCaWisconsin_06d000c763a04639b3fa85bf2ad423ff.png,5426986705123577485,malignant (118),images/06d000c763a04639b3fa85bf2ad423ff.png,masks/BrCaWisconsin_06d000c763a04639b3fa85bf2ad423ff.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (118).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (118)_mask.png,512,512,malignant,test
BrCaWisconsin_08034b7b6ec14a678159b9958e37cb77.png,8163573197515655947,malignant (53),images/08034b7b6ec14a678159b9958e37cb77.png,masks/BrCaWisconsin_08034b7b6ec14a678159b9958e37cb77.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (53).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (53)_mask.png,512,512,malignant,train
BrCaWisconsin_dc9bd3f1ad494bd0a31cee9e68521504.png,5091765304049167304,malignant (66),images/dc9bd3f1ad494bd0a31cee9e68521504.png,masks/BrCaWisconsin_dc9bd3f1ad494bd0a31cee9e68521504.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (66).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (66)_mask.png,512,512,malignant,train
BrCaWisconsin_f76e0637c519487b9b82de6667d9cdbf.png,15481569408699274013,malignant (89),images/f76e0637c519487b9b82de6667d9cdbf.png,masks/BrCaWisconsin_f76e0637c519487b9b82de6667d9cdbf.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (89).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (89)_mask.png,512,512,malignant,train
BrCaWisconsin_e064eb00bc744666a731b0626c59effb.png,3110499336142309432,malignant (130),images/e064eb00bc744666a731b0626c59effb.png,masks/BrCaWisconsin_e064eb00bc744666a731b0626c59effb.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (130).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (130)_mask.png,512,512,malignant,train
BrCaWisconsin_444941cd4497472183de9c87c38e9eb4.png,12254775235444032871,malignant (134),images/444941cd4497472183de9c87c38e9eb4.png,masks/BrCaWisconsin_444941cd4497472183de9c87c38e9eb4.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (134).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (134)_mask.png,512,512,malignant,train
BrCaWisconsin_0b301b999555415aaa722d4c752196d0.png,16943253762197096269,malignant (72),images/0b301b999555415aaa722d4c752196d0.png,masks/BrCaWisconsin_0b301b999555415aaa722d4c752196d0.png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (72).png,data/raw/BrCaWisconsin/Dataset_BUSI_with_GT/malignant/malignant (72)_mask.png,512,512,malignant,test
